Date,Temperature,Dew Point,Wind Speed,Relative Humidity,Pressure,Precipitable Water,Wind Direction,GHI
2020-01-01,38.13507890205514,20.948718407756992,12.39016808018154,52.92637272215042,1018.9571016750791,1.9413304817982373,55.27009966358748,873.0209777199057
2020-01-02,37.893855572252505,17.83054286345928,13.635131234227046,48.54252399076619,1018.6843496023472,2.783660144777505,83.86058589592623,931.016505821848
2020-01-03,38.31907875493707,18.17836715227874,7.251801816505604,79.14577897878375,1018.9486690951672,2.95926833816424,52.700559320168466,919.1446791293495
2020-01-04,42.05277584968175,22.199300319098867,14.384943364343297,46.05029115007694,1017.6132590294723,2.3170724364337163,269.9392386294682,961.4975888021352
2020-01-05,44.83773742452703,16.493609274201066,8.519919781667792,66.41341527705242,1008.5234876794381,1.775176849929211,176.40570319736764,908.3808352641508
2020-01-06,40.29791051349873,23.29251190295598,6.703259821534436,46.62455040412074,1015.4870795211697,2.917118490806219,240.73286553513464,955.7539660190623
2020-01-07,42.07890495157397,18.329226637202556,7.456607825111339,49.7847109408759,1012.4509506463256,1.7997802825315214,238.41987878044787,1052.242326440759
2020-01-08,42.319976294489514,15.664492359136267,6.829897759801846,44.77850428295689,1005.4875056962852,1.082275651676057,227.13105930440105,952.9644434971899
2020-01-09,42.896470611221396,23.5489181531049,9.850072488773288,77.36133243701681,1001.0050794708607,1.0942471561569034,276.16076756471114,703.4351444120513
2020-01-10,39.83778063895389,17.38500101304061,10.87058486959464,66.4822982179023,1019.0531393738866,2.168030433356947,247.2422558203397,998.1013968725683
2020-01-11,37.45972495944264,16.64107907950374,6.28852037803812,48.84629944872577,1006.6301643372092,2.847748573871261,102.42395206866364,951.8214744564218
2020-01-12,35.139033976690804,16.700504581380034,13.530578415738706,63.42169388261823,1011.1389681991973,2.3462308804795806,293.1934473641419,806.758500360586
2020-01-13,44.78182150138102,17.36718023200081,11.713693667536871,45.496400837906144,1019.5067408032808,2.5386088741830233,68.23915047851482,774.4350438497345
2020-01-14,39.93480767763286,20.432757074415814,9.605916164679938,62.497648440921,1005.557690457091,1.2238663241541186,152.76441950393445,744.3609319984809
2020-01-15,41.79936069175124,17.724025383420383,6.609191338694027,64.15450107734378,1003.5373086811351,2.2127097702239498,194.7231082444437,881.2924641798472
2020-01-16,38.55733404645934,17.60597110348612,7.371760044277938,43.561513696331915,1002.6454432435588,1.8501434711310258,97.66189819298381,939.8243819596589
2020-01-17,35.1392617874032,19.775933416668686,7.150763409872692,61.00391296823807,1019.5962287705415,1.2327397389544221,157.05510224839907,1065.6130584384127
